Year,Version,Category_Name,SubCategory_Name,Project_Code,Project_Name,Funding_Source,Total,Thru FY23,Est FY24,Total6,FY 25,FY 26,FY 27,FY 28,FY 29,FY 30,Beyond
2025,Approved,Montgomery County Public Schools,Countywide,P096515,Luxmanor ES - Current Revitalizations/Expansions,State Aid,6921,6921,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096515,Luxmanor ES - Current Revitalizations/Expansions,Recordation Tax,5023,5023,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P096515,Luxmanor ES - Current Revitalizations/Expansions,Schools Impact Tax,9083,9083,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871544,PLAR: NL - Resurfacing Lots and Paths,G.O. Bonds,5452,2854,2598,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871544,PLAR: NL - Resurfacing Lots and Paths,PAYGO,362,362,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871546,PLAR: LP - Resurfacing Lots and Paths,M-NCPPC Bonds,4039,2518,1521,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998701,PLAR: LP - Boundary Marking,M-NCPPC Bonds,474,433,41,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998702,PLAR: LP - Minor Renovations,M-NCPPC Bonds,7145,6523,622,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998702,PLAR: LP - Minor Renovations,Program Open Space,1500,1373,127,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998702,PLAR: LP - Minor Renovations,State Aid,2345,376,1969,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998703,PLAR: LP - Play Equipment,M-NCPPC Bonds,12412,7598,4814,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998703,PLAR: LP - Play Equipment,State Aid,1775,448,1327,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998704,PLAR: LP - Court Renovations,M-NCPPC Bonds,4509,2888,1621,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998705,PLAR: LP - Park Building Renovations,M-NCPPC Bonds,4068,3190,878,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998707,PLAR: NL - Boundary Marking,G.O. Bonds,300,270,30,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998707,PLAR: NL - Boundary Marking,Current Revenue: General,133,133,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998708,PLAR: NL - Minor Renovations,Current Revenue: General,16701,11514,5187,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998708,PLAR: NL - Minor Renovations,G.O. Bonds,996,996,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998708,PLAR: NL - Minor Renovations,PAYGO,739,739,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998708,PLAR: NL - Minor Renovations,State Aid,850,0,850,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998708,PLAR: NL - Minor Renovations,Federal Aid,500,0,500,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998709,PLAR: NL - Play Equipment,G.O. Bonds,3785,1139,2646,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998709,PLAR: NL - Play Equipment,PAYGO,391,391,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998715,PLAR: NL - Court Renovations,G.O. Bonds,2628,703,1925,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998715,PLAR: NL - Court Renovations,PAYGO,26,26,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P998715,PLAR: NL - Court Renovations,State Aid,250,0,250,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P501902,Good Hope Road Shared Use Path,G.O. Bonds,5918,1556,3305,1057,1057,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P501902,Good Hope Road Shared Use Path,Impact Tax,364,364,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P501903,Beach Drive Bridge,G.O. Bonds,1412,1080,332,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P501903,Beach Drive Bridge,Federal Aid,2790,1695,1095,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P501906,Dorsey Mill Road Bridge,G.O. Bonds,35855,0,0,35,0,0,0,0,0,35,35820
2025,Approved,Transportation,Bridges,P501907,Brighton Dam Road Bridge No. M-0229,G.O. Bonds,1285,0,817,468,468,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P501907,Brighton Dam Road Bridge No. M-0229,Intergovernmental,2185,313,985,887,887,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P721801,Wall Park Garage and Park Improvements,G.O. Bonds,1106,13,1093,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P501908,Oak Drive/MD 27 Sidewalk,G.O. Bonds,14099,932,471,12696,1161,1556,4938,5041,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P501908,Oak Drive/MD 27 Sidewalk,State Aid,1000,0,850,150,150,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P501908,Oak Drive/MD 27 Sidewalk,Impact Tax,13,13,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P721902,"Martin Luther King, Jr. Indoor Swim Center Renovation",G.O. Bonds,16480,9639,2,6839,127,2484,4169,59,0,0,0
2025,Approved,Montgomery College,Higher Education,P661901,Collegewide Library Renovations,G.O. Bonds,21343,4558,4023,12762,1977,10785,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P661901,Collegewide Library Renovations,State Aid,20693,4558,3373,12762,1977,10785,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P601901,Child Care Renovations,G.O. Bonds,7645,49,7596,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P601901,Child Care Renovations,PAYGO,1361,1361,0,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P601901,Child Care Renovations,Recordation Tax Premium (MCG),262,262,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871902,Park Refreshers,M-NCPPC Bonds,16583,1656,6120,8807,1550,1422,1400,1435,1500,1500,0
2025,Approved,M-NCPPC,Development,P871902,Park Refreshers,Program Open Space,37976,2417,14976,20583,2800,3783,3500,3500,3500,3500,0
2025,Approved,M-NCPPC,Development,P871902,Park Refreshers,State Aid,3750,0,3400,350,350,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871902,Park Refreshers,Federal Aid,2000,0,0,2000,2000,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871903,PLAR: NL - Park Building Renovations,G.O. Bonds,1858,1037,821,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871903,PLAR: NL - Park Building Renovations,Current Revenue: General,500,293,207,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871903,PLAR: NL - Park Building Renovations,PAYGO,61,61,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871904,Wheaton Regional Park Improvements,G.O. Bonds,25509,33,1204,14000,2500,3500,2000,2000,2000,2000,10272
2025,Approved,M-NCPPC,Development,P871904,Wheaton Regional Park Improvements,Program Open Space,7860,0,3500,4360,0,360,1000,1000,1000,1000,0
2025,Approved,M-NCPPC,Development,P871904,Wheaton Regional Park Improvements,State Aid,2500,0,2500,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P871905,Vision Zero,G.O. Bonds,7300,934,1866,4500,750,750,750,750,750,750,0
2025,Approved,M-NCPPC,Development,P871905,Vision Zero,Federal Aid,3500,0,0,3500,3500,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651901,Clarksburg Cluster ES #9 (New),G.O. Bonds,14029,14029,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651901,Clarksburg Cluster ES #9 (New),State Aid,18869,10521,8348,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651901,Clarksburg Cluster ES #9 (New),Recordation Tax,4566,4566,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651901,Clarksburg Cluster ES #9 (New),Schools Impact Tax,8037,8037,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651904,Ronald McNair ES Addition,G.O. Bonds,11245,8817,2428,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651904,Ronald McNair ES Addition,State Aid,3558,3558,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651905,DuFief ES Addition/Facility Upgrade,G.O. Bonds,1572,1571,1,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651906,John F. Kennedy HS Addition,G.O. Bonds,10151,8392,1759,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651906,John F. Kennedy HS Addition,Recordation Tax,8467,8467,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651906,John F. Kennedy HS Addition,State Aid,4471,4471,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651906,John F. Kennedy HS Addition,Schools Impact Tax,3489,3489,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651907,Northwood HS Addition/Facility Upgrades,G.O. Bonds,121771,2567,36735,82469,18857,17356,26369,19887,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651907,Northwood HS Addition/Facility Upgrades,School Facilities Payment,98,0,98,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651907,Northwood HS Addition/Facility Upgrades,Recordation Tax,2622,2622,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651907,Northwood HS Addition/Facility Upgrades,State Aid,83585,0,0,83585,25052,23535,19885,15113,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651908,Charles W. Woodward HS Reopening,G.O. Bonds,65928,7730,0,58198,15375,11947,17725,13151,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651908,Charles W. Woodward HS Reopening,Recordation Tax,45231,45231,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651908,Charles W. Woodward HS Reopening,Schools Impact Tax,839,839,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651908,Charles W. Woodward HS Reopening,State Aid,78597,29158,5851,43588,11515,8949,13275,9849,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651908,Charles W. Woodward HS Reopening,G.O. Bond Premium,5500,5500,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651909,Crown HS (New),G.O. Bonds,100971,4525,11460,84986,20372,19821,16937,22856,5000,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651909,Crown HS (New),State Aid,98281,0,0,98281,10241,15898,51421,20721,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651910,Odessa Shannon MS Addition/ Facility Upgrade,G.O. Bonds,16561,11961,4600,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651910,Odessa Shannon MS Addition/ Facility Upgrade,State Aid,13043,13043,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651910,Odessa Shannon MS Addition/ Facility Upgrade,Schools Impact Tax,33260,33260,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651911,Parkland MS Addition,G.O. Bonds,6545,6194,351,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651911,Parkland MS Addition,State Aid,6693,0,6693,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651911,Parkland MS Addition,Schools Impact Tax,5000,5000,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651912,Silver Spring International MS Addition,G.O. Bonds,28140,2518,10468,15154,10154,5000,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651912,Silver Spring International MS Addition,State Aid,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P391901,Montgomery County Airpark Land Acquisition - Merchant Tire Property,Federal Aid,4950,0,0,4950,0,0,0,0,4950,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P391901,Montgomery County Airpark Land Acquisition - Merchant Tire Property,Revenue Authority,275,0,0,275,0,0,0,0,275,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P391901,Montgomery County Airpark Land Acquisition - Merchant Tire Property,State Aid,275,0,0,275,0,0,0,0,275,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P391902,Montgomery County Airpark Land Acquisition - Leet-Melbrook Property,Revenue Authority,4100,0,4100,0,0,0,0,0,0,0,0
2025,Approved,Public Safety,Police,P471802,Public Safety Communications Center,G.O. Bonds,17559,17557,2,0,0,0,0,0,0,0,0
2025,Approved,General Government,Other General Government,P361901,Heavy Equipment Replacement,Long-Term Financing,3176,3138,38,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P501911,Forest Glen Passageway,G.O. Bonds,44468,590,956,42922,171,0,638,14702,14521,12890,0
2025,Approved,Transportation,Mass Transit (MCG),P501912,Bus Rapid Transit: US 29,Short-Term Financing,14000,13705,295,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501912,Bus Rapid Transit: US 29,Impact Tax,7890,7890,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501912,Bus Rapid Transit: US 29,Intergovernmental,160,160,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501912,Bus Rapid Transit: US 29,Federal Aid,9500,9500,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501913,Bus Rapid Transit: Veirs Mill Road,G.O. Bonds,4670,0,674,3996,922,937,2137,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501913,Bus Rapid Transit: Veirs Mill Road,Current Revenue: Mass Transit,11250,1263,1237,8750,0,0,8750,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501913,Bus Rapid Transit: Veirs Mill Road,Impact Tax,3000,3000,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501913,Bus Rapid Transit: Veirs Mill Road,State Aid,25381,650,2850,21881,0,0,21881,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501913,Bus Rapid Transit: Veirs Mill Road,Federal Aid,2958,0,0,2958,0,0,2958,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501913,Bus Rapid Transit: Veirs Mill Road,State Bus Rapid Transit Fund,14637,0,3320,11317,10689,0,628,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501913,Bus Rapid Transit: Veirs Mill Road,FTA Capital Investment Grant,134606,0,0,134606,0,55186,42105,37315,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501914,North Bethesda Metro Station Northern Entrance,G.O. Bonds,8115,0,0,8115,0,0,7854,261,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501915,Boyds Transit Center,G.O. Bonds,6720,853,1057,4810,2937,1873,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501915,Boyds Transit Center,Contributions,28,0,28,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501915,Boyds Transit Center,State Aid,590,0,45,545,545,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P501915,Boyds Transit Center,Impact Tax,361,361,0,0,0,0,0,0,0,0,0
2025,Approved,WSSC,Water Montgomery County,P382001,White Oak Water Mains Augmentation,System Development Charge,11472,305,220,10947,7502,3322,123,0,0,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382002,Damascus Town Center WWPS Replacement,WSSC Bonds,7225,461,363,6401,3086,2898,417,0,0,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382002,Damascus Town Center WWPS Replacement,System Development Charge,3096,197,155,2744,1323,1242,179,0,0,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382003,Spring Gardens WWPS Replacement,WSSC Bonds,4099,230,134,3735,19,262,262,1596,1596,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382003,Spring Gardens WWPS Replacement,System Development Charge,8325,468,271,7586,38,533,533,3241,3241,0,0
2025,Approved,Montgomery College,Higher Education,P662001,Collegewide Central Plant and Distribution Systems,G.O. Bonds,10000,1868,2132,6000,1000,1000,1000,1000,1000,1000,0
2025,Approved,Montgomery College,Higher Education,P662001,Collegewide Central Plant and Distribution Systems,State Aid,4735,975,2260,1500,0,500,0,500,0,500,0
2025,Approved,M-NCPPC,Acquisition,P872002,Bethesda Park Impact Payment,Contributions: Bethesda Park Impact Payments,22000,9731,5769,6500,4000,2500,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P501917,Goldsboro Road Sidewalk and Bikeway,G.O. Bonds,21096,0,0,0,0,0,0,0,0,0,21096
2025,Approved,Montgomery County Public Schools,Individual Schools,P652001,Highland View ES Addition,G.O. Bonds,16275,132,919,15224,1765,6183,7276,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652001,Highland View ES Addition,State Aid,500,0,0,500,60,211,229,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722001,Shared Agency Booking System Replacement,Current Revenue: CUPF,421,204,217,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722001,Shared Agency Booking System Replacement,Intergovernmental,279,279,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502001,Fenton Street Cycletrack,G.O. Bonds,15393,867,1645,12881,7313,5568,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502001,Fenton Street Cycletrack,Impact Tax,774,774,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502002,Bicycle-Pedestrian Priority Area Improvements - Wheaton CBD,G.O. Bonds,10998,406,2037,8555,3079,3281,535,535,557,568,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502002,Bicycle-Pedestrian Priority Area Improvements - Wheaton CBD,Impact Tax,553,553,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502003,Bicycle-Pedestrian Priority Area Improvements - Veirs Mill/Randolph,G.O. Bonds,3419,597,2822,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502003,Bicycle-Pedestrian Priority Area Improvements - Veirs Mill/Randolph,Impact Tax,82,82,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502004,Bicycle-Pedestrian Priority Area Improvements - Purple Line,G.O. Bonds,14452,765,2199,11488,3169,5310,1598,1411,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502004,Bicycle-Pedestrian Priority Area Improvements - Purple Line,Impact Tax,1165,1165,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502005,Bus Rapid Transit: MD 355 Central,Impact Tax,4370,4341,29,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502005,Bus Rapid Transit: MD 355 Central,Current Revenue: Mass Transit,2550,63,687,1800,0,0,0,0,1800,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502005,Bus Rapid Transit: MD 355 Central,Recordation Tax Premium (MCG),2880,1186,1694,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502005,Bus Rapid Transit: MD 355 Central,State Aid,47674,3633,4639,39402,21086,18316,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502005,Bus Rapid Transit: MD 355 Central,Federal Aid,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502005,Bus Rapid Transit: MD 355 Central,Op Lanes Maryland Transit Funding,167679,0,0,167679,0,28091,53617,68116,17855,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502005,Bus Rapid Transit: MD 355 Central,FTA Capital Investment Grant,204427,0,0,204427,0,0,74492,68117,61818,0,0
2025,Approved,Transportation,Bridges,P502102,Glen Road Bridge,G.O. Bonds,4510,191,377,3942,1292,2650,0,0,0,0,0
2025,Approved,Transportation,Bridges,P502102,Glen Road Bridge,Current Revenue: Water Quality Protection,350,0,0,350,0,350,0,0,0,0,0
2025,Approved,Transportation,Bridges,P502103,Mouth of Monocacy Road Bridge,G.O. Bonds,843,0,0,843,100,137,606,0,0,0,0
2025,Approved,Transportation,Bridges,P502103,Mouth of Monocacy Road Bridge,Federal Aid,2317,0,0,2317,0,463,1854,0,0,0,0
2025,Approved,Public Safety,Police,P472101,Outdoor Firearms Training Center,G.O. Bonds,5920,0,0,5904,0,297,236,1781,3149,441,16
2025,Approved,Transportation,Bridges,P502104,Brink Road Bridge M-0064,G.O. Bonds,3542,0,0,3542,814,1653,1075,0,0,0,0
2025,Approved,Transportation,Bridges,P502104,Brink Road Bridge M-0064,Federal Aid,4088,0,0,4088,0,1900,2188,0,0,0,0
2025,Approved,Transportation,Bridges,P502105,Garrett Park Road Bridge M-0352,Federal Aid,5444,0,0,5444,1828,3616,0,0,0,0,0
2025,Approved,Transportation,Bridges,P502105,Garrett Park Road Bridge M-0352,G.O. Bonds,2812,0,0,2812,1949,863,0,0,0,0,0
2025,Approved,Transportation,Bridges,P502105,Garrett Park Road Bridge M-0352,Intergovernmental,150,0,0,150,0,150,0,0,0,0,0
2025,Approved,Public Safety,Police,P472102,"Public Safety Communications Center, Phase II, Electrical Distribution and HVAC Upgrade",G.O. Bond Premium,3000,0,3000,0,0,0,0,0,0,0,0
2025,Approved,Public Safety,Police,P472102,"Public Safety Communications Center, Phase II, Electrical Distribution and HVAC Upgrade",G.O. Bonds,14929,370,5244,9315,8916,399,0,0,0,0,0
2025,Approved,Public Safety,Police,P472102,"Public Safety Communications Center, Phase II, Electrical Distribution and HVAC Upgrade",State Aid,2893,1447,0,1446,1446,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722101,Swimming Pools Slide Replacement,G.O. Bonds,13283,101,2428,10754,2383,1791,1661,1855,1532,1532,0
2025,Approved,Culture and Recreation,Recreation,P722101,Swimming Pools Slide Replacement,PAYGO,137,137,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P872101,Black Hill Regional Park: SEED Classroom,Contributions,150,50,100,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P872101,Black Hill Regional Park: SEED Classroom,G.O. Bonds,250,44,206,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P872101,Black Hill Regional Park: SEED Classroom,State Aid,250,0,250,0,0,0,0,0,0,0,0
2025,Approved,WSSC,Water Bi-County,P382101,Regional Water Supply Resiliency,Federal Aid,17656,0,4542,13114,4769,4769,1788,1788,0,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382102,Shady Grove Neighborhood Center,Contributions (WSSC Only),257,257,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,Other General Government,P852101,ABS Retail Store Refresh,Current Revenue: Liquor,16974,2588,3706,10680,1767,3161,1734,2421,1597,0,0
2025,Approved,General Government,Other General Government,P852101,ABS Retail Store Refresh,Contributions,3559,478,360,2721,567,771,410,613,360,0,0
2025,Approved,General Government,Other General Government,P852101,ABS Retail Store Refresh,Current Revenue: General,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P602102,Progress Place,G.O. Bonds,1000,994,6,0,0,0,0,0,0,0,0
2025,Approved,Public Safety,Correction and Rehabilitation,P422102,Montgomery County Detention Center Partial Demolition and Renovation,G.O. Bonds,3791,3010,781,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652104,Bethesda-Chevy Chase/Walter Johnson Clusters ES (New),G.O. Bonds,1195,0,0,1195,0,0,0,0,650,545,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652105,William T. Page ES Addition,G.O. Bonds,20165,9136,9470,1559,1559,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652105,William T. Page ES Addition,State Aid,5003,0,4562,441,441,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652107,Westbrook ES Addition,G.O. Bonds,4391,803,3588,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652108,Woodlin ES - Major Capital Project,G.O. Bonds,21033,15220,0,5813,5813,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652108,Woodlin ES - Major Capital Project,State Aid,21145,1165,14618,5362,5362,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652108,Woodlin ES - Major Capital Project,Recordation Tax,5559,5559,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652109,South Lake ES - Major Capital Project,G.O. Bonds,9873,8873,1000,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652109,South Lake ES - Major Capital Project,State Aid,18214,8923,9291,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652109,South Lake ES - Major Capital Project,Recordation Tax,15814,15814,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652110,Burnt Mills ES - Major Capital Project,State Aid,20527,12993,2626,4908,4908,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652110,Burnt Mills ES - Major Capital Project,Recordation Tax,13330,13330,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652110,Burnt Mills ES - Major Capital Project,G.O. Bonds,15041,9328,0,5713,5713,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652111,Stonegate ES - Major Capital Project,G.O. Bonds,21919,16770,0,5149,5149,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652111,Stonegate ES - Major Capital Project,State Aid,17762,15803,0,1959,1959,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652111,Stonegate ES - Major Capital Project,Recordation Tax,4113,4113,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652112,Neelsville MS - Major Capital Project,G.O. Bonds,36941,8470,14165,14306,14306,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652112,Neelsville MS - Major Capital Project,State Aid,32572,0,22934,9638,9638,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652112,Neelsville MS - Major Capital Project,G.O. Bond Premium,5000,5000,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652112,Neelsville MS - Major Capital Project,Recordation Tax,12819,12819,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652113,Poolesville HS - Major Capital Project,G.O. Bonds,69990,23030,0,46960,19268,27692,0,0,0,0,0
